random_index,source_id,ra,dec,parallax,parallax_over_error,pmdec,pmdec_error,pmra,pmra_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
1587736586,2927221113619058944,100.98691899265316,-20.475261744428565,0.7576954872818347,7.426206,1.508494169652113,0.0932519,-2.0355509060735857,0.061834726,0.96166617,18.079363,18.898886,17.18269,1.7161961
1177238698,2927221461510904832,100.99085885612806,-20.444913488787883,2.7581191826523006,3.1119273,2.9590530272918825,0.72882384,0.7288249254011915,0.47934484,0.99769837,20.654179,21.3827,19.648346,1.734354
1652561425,2927221697729918336,101.04765010858534,-20.42958061501833,2.334638096854513,12.147009,-19.227236494147153,0.17267415,29.94092701752774,0.11585083,0.98935807,18.955126,20.284824,17.806398,2.478426
832288338,2927221873827657216,101.01890172834864,-20.420105367144085,0.727825666746444,23.202072,-3.911578433355522,0.029472798,-0.6403391873437315,0.018630667,1.2839746,15.303605,15.524904,14.528674,0.9962301
292346586,2927240015768473216,101.46198849873548,-20.268275099194433,1.1797347452768454,1.9553391,4.8546014061144565,0.59227747,-3.970811361110866,0.41116375,1.0332116,20.216133,21.323444,19.132965,2.1904793
277217809,2927240187567132416,101.45940309212484,-20.2474221900032,4.85894925818097,1.7853063,7.105892616301495,3.0704727,-3.123156074403099,1.4432093,1.1889033,20.924492,20.978437,19.919897,1.0585403
1574173759,2927260322378776832,101.39429718376519,-19.99573380822537,3.622129660206871,48.93384,15.55358190031516,0.07110562,8.152708849658065,0.053649355,0.9672249,17.132484,18.421331,15.994044,2.427287
1166998227,2927260799114253184,101.60778296838232,-20.061421397441872,1.3355082178317834,1.9139901,0.6478091845275111,0.55451566,-0.07926830183055714,0.46191335,0.97703815,20.265514,20.9174,19.552507,1.364893
1394295685,2927278739198756992,101.11799140111408,-20.21533336161931,0.7363793197831916,40.445713,0.7482273129015635,0.016714327,-3.812620928859304,0.011215628,1.0945746,14.413473,14.753854,13.892269,0.86158466
1353924469,2927223866692159104,101.11566165251173,-20.350995302065506,1.4681911962699281,1.9769244,-4.591190744158935,0.763682,-3.6830037310755035,0.44166332,1.1153823,20.534298,21.12936,19.367458,1.7619019
1155524406,2927224485167517184,101.07130525939571,-20.346628039481708,0.9759920675151889,1.590044,1.5964079040719665,0.5998346,-0.042918775170909265,0.37348777,1.0551962,20.492912,20.906067,19.859083,1.0469837
515180513,2927243383024299520,101.75105507721898,-20.212897482625333,0.9835146723494966,1.4059354,2.7202286386705703,0.6191588,-1.1548813755836256,0.45971522,1.0593463,20.25485,21.116667,19.222458,1.8942089
871380413,2927243550524751232,101.81789927059349,-20.211676276600524,1.2367839226498796,7.921947,-1.5571221593909876,0.13835643,-4.577284405192822,0.11953916,1.0355916,18.500986,19.759344,17.409918,2.3494263
249030453,2927263994570169600,101.65039020560668,-19.954025233622655,0.9816415153983249,3.4708202,3.931693945703974,0.25540736,-0.23195645826407335,0.19851202,1.2426337,19.104273,19.524433,18.259453,1.2649803
452638912,2927231150956445952,101.13946361993662,-20.263835116705057,2.254736030606009,5.667569,-4.276120116880406,0.3500126,-0.7101931246555664,0.23003906,1.0092589,19.870007,21.035034,18.703918,2.3311157
525609361,2927231219680627200,101.09843553061626,-20.26394654124829,1.3547677666060576,23.264593,8.31816168124063,0.053425793,1.8903957605696777,0.036394052,0.9521884,16.914516,17.754515,16.026009,1.7285061
1144790326,2927231322757432960,101.12542046496219,-20.25748570708582,3.639595902748788,2.7636142,2.4546170927188067,1.1031241,-1.19832079842737,0.7359095,1.0223662,20.76826,21.26212,19.793547,1.4685726
717438791,2927231391474611840,101.11159919860202,-20.24114070484227,1.1453519722395338,1.4471943,2.387244811568984,0.78121686,0.6098679741299844,0.45880163,1.0286233,20.506687,20.97268,19.727432,1.2452469
1749583621,2927231421536067712,101.12003853060394,-20.23963001391174,0.8247708315737896,2.391747,1.692990041265591,0.30143136,0.1577205643704434,0.19803484,1.4234393,19.162857,19.790445,18.204416,1.586029
69618106,2927270217983194240,100.92538241132033,-20.354685865001837,0.7646038652794794,25.940144,13.557153130661295,0.025180805,-3.0628248880673357,0.01865873,1.0113616,15.758415,16.140411,15.202034,0.9383774
1174527893,2927270454199491712,100.94494105767191,-20.317547119540308,0.893488160193793,1.9718196,5.315942577813023,0.40103474,-0.8847698607109582,0.26044768,1.0065941,20.007065,21.042034,18.95774,2.0842934
708313543,2927270729076656512,100.8773677147359,-20.331460769136413,0.901864080199119,2.9816,3.53125775977023,0.25714087,1.9945330646072674,0.16810931,0.9886588,19.566195,20.659319,18.559391,2.099928
521145561,2927229948365664768,101.17464468351635,-20.31530476839602,0.9317735095053774,1.8577234,1.570405941810748,0.44824252,-0.605468905790178,0.30087176,1.022008,20.242876,20.810741,19.36681,1.4439316
1201164224,2927230017085134720,101.1671501447695,-20.306914339232858,1.658045313325308,2.449957,7.2053991381676505,0.6245521,9.118578204039714,0.3952552,1.0925387,20.403875,21.33859,19.24403,2.0945606
1104352526,2927268259478149120,101.64283839450123,-19.84498477934037,1.1006063932682026,51.655056,-7.679724597176274,0.01934081,1.7780012406936438,0.016590664,1.0540422,14.845955,15.175877,14.34708,0.8287964
